,Country,Energy_type,Year,Energy_consumption,Energy_production,GDP,Population,Energy_intensity_per_capita,Energy_intensity_by_GDP,CO2_emission,Region
14239,Eswatini,coal,1990,0.0,0.0,4.45,822.423,14.31,2.65,0.34,Africa
14240,Eswatini,natural_gas,1990,0.0,0.0,4.45,822.423,14.31,2.65,0.0,Africa
14241,Eswatini,petroleum_n_other_liquids,1990,0.01,0.0,4.45,822.423,14.31,2.65,0.4,Africa
14243,Eswatini,renewables_n_other,1990,0.0,0.0,4.45,822.423,14.31,2.65,0.0,Africa
14244,Ethiopia,all_energy_types,1990,0.05,0.01,33.55,47887.9,1.1,1.57,3.0,Africa
14245,Ethiopia,coal,1990,0.0,0.0,33.55,47887.9,1.1,1.57,0.0,Africa
14246,Ethiopia,natural_gas,1990,0.0,0.0,33.55,47887.9,1.1,1.57,0.0,Africa
14247,Ethiopia,petroleum_n_other_liquids,1990,0.04,0.0,33.55,47887.9,1.1,1.57,3.0,Africa
14249,Ethiopia,renewables_n_other,1990,0.01,0.01,33.55,47887.9,1.1,1.57,0.0,Africa
14262,Fiji,all_energy_types,1990,0.02,0.0,5.16,728.575,25.42,3.59,0.92,Oceania
14263,Fiji,coal,1990,0.0,0.0,5.16,728.575,25.42,3.59,0.02,Oceania
14264,Fiji,natural_gas,1990,0.0,0.0,5.16,728.575,25.42,3.59,0.0,Oceania
14265,Fiji,petroleum_n_other_liquids,1990,0.01,0.0,5.16,728.575,25.42,3.59,0.9,Oceania
14267,Fiji,renewables_n_other,1990,0.0,0.0,5.16,728.575,25.42,3.59,0.0,Oceania
14268,Finland,all_energy_types,1990,1.13,0.35,155.0,4989.442,226.96,7.31,51.55,Western Europe
14269,Finland,coal,1990,0.14,0.0,155.0,4989.442,226.96,7.31,16.29,Western Europe
14270,Finland,natural_gas,1990,0.1,0.0,155.0,4989.442,226.96,7.31,4.36,Western Europe
14271,Finland,petroleum_n_other_liquids,1990,0.48,0.0,155.0,4989.442,226.96,7.31,30.9,Western Europe
14272,Finland,nuclear,1990,0.19,0.19,155.0,4989.442,226.96,7.31,0.0,Western Europe
14273,Finland,renewables_n_other,1990,0.23,0.17,155.0,4989.442,226.96,7.31,0.0,Western Europe
14298,France,all_energy_types,1990,9.24,4.27,1853.78,58212.0,158.7,4.98,387.73,Western Europe
14299,France,coal,1990,0.86,0.33,1853.78,58212.0,158.7,4.98,85.57,Western Europe
14300,France,natural_gas,1990,1.09,0.11,1853.78,58212.0,158.7,4.98,56.8,Western Europe
14301,France,petroleum_n_other_liquids,1990,3.75,0.15,1853.78,58212.0,158.7,4.98,245.36,Western Europe
14302,France,nuclear,1990,3.11,3.11,1853.78,58212.0,158.7,4.98,0.0,Western Europe
14303,France,renewables_n_other,1990,0.44,0.57,1853.78,58212.0,158.7,4.98,0.0,Western Europe
14316,Gabon,all_energy_types,1990,0.04,0.59,16.36,949.493,45.44,2.64,2.58,Africa
14317,Gabon,coal,1990,0.0,0.0,16.36,949.493,45.44,2.64,0.0,Africa
14318,Gabon,natural_gas,1990,0.0,0.0,16.36,949.493,45.44,2.64,0.18,Africa
14319,Gabon,petroleum_n_other_liquids,1990,0.03,0.58,16.36,949.493,45.44,2.64,2.4,Africa
14321,Gabon,renewables_n_other,1990,0.01,0.01,16.36,949.493,45.44,2.64,0.0,Africa
14322,"Gambia, The",all_energy_types,1990,0.0,0.0,2.17,955.595,2.81,1.24,0.2,Africa
14323,"Gambia, The",coal,1990,0.0,0.0,2.17,955.595,2.81,1.24,0.0,Africa
14324,"Gambia, The",natural_gas,1990,0.0,0.0,2.17,955.595,2.81,1.24,0.0,Africa
14325,"Gambia, The",petroleum_n_other_liquids,1990,0.0,0.0,2.17,955.595,2.81,1.24,0.2,Africa
14327,"Gambia, The",renewables_n_other,1990,0.0,0.0,2.17,955.595,2.81,1.24,0.0,Africa
14352,Ghana,all_energy_types,1990,0.1,0.06,38.6,14773.28,6.78,2.59,3.6,Africa
14353,Ghana,coal,1990,0.0,0.0,38.6,14773.28,6.78,2.59,0.0,Africa
14354,Ghana,natural_gas,1990,0.0,0.0,38.6,14773.28,6.78,2.59,0.0,Africa
14355,Ghana,petroleum_n_other_liquids,1990,0.04,0.0,38.6,14773.28,6.78,2.59,3.6,Africa
14357,Ghana,renewables_n_other,1990,0.06,0.06,38.6,14773.28,6.78,2.59,0.0,Africa
14364,Greece,all_energy_types,1990,0.99,0.33,234.73,10215.75,97.32,4.24,74.49,Western Europe
14365,Greece,coal,1990,0.3,0.27,234.73,10215.75,97.32,4.24,28.92,Western Europe
14366,Greece,natural_gas,1990,0.01,0.01,234.73,10215.75,97.32,4.24,0.31,Western Europe
14367,Greece,petroleum_n_other_liquids,1990,0.66,0.04,234.73,10215.75,97.32,4.24,45.27,Western Europe
14369,Greece,renewables_n_other,1990,0.02,0.02,234.73,10215.75,97.32,4.24,0.0,Western Europe
14376,Grenada,all_energy_types,1990,0.0,0.0,0.78,96.328,18.62,2.3,0.08,Latin America
14377,Grenada,coal,1990,0.0,0.0,0.78,96.328,18.62,2.3,0.0,Latin America
14378,Grenada,natural_gas,1990,0.0,0.0,0.78,96.328,18.62,2.3,0.0,Latin America
14379,Grenada,petroleum_n_other_liquids,1990,0.0,0.0,0.78,96.328,18.62,2.3,0.08,Latin America
14381,Grenada,renewables_n_other,1990,0.0,0.0,0.78,96.328,18.62,2.3,0.0,Latin America
14382,Guadeloupe,all_energy_types,1990,0.02,0.0,3.31,389.251,52.97,6.24,1.3,Western Europe
14383,Guadeloupe,coal,1990,0.0,0.0,3.31,389.251,52.97,6.24,0.0,Western Europe
14384,Guadeloupe,natural_gas,1990,0.0,0.0,3.31,389.251,52.97,6.24,0.0,Western Europe
14385,Guadeloupe,petroleum_n_other_liquids,1990,0.02,0.0,3.31,389.251,52.97,6.24,1.3,Western Europe
14387,Guadeloupe,renewables_n_other,1990,0.0,0.0,3.31,389.251,52.97,6.24,0.0,Western Europe
14394,Guatemala,all_energy_types,1990,0.08,0.03,53.15,9263.82,8.63,1.5,3.6,Latin America
14395,Guatemala,coal,1990,0.0,0.0,53.15,9263.82,8.63,1.5,0.0,Latin America
14396,Guatemala,natural_gas,1990,0.0,0.0,53.15,9263.82,8.63,1.5,0.0,Latin America
14397,Guatemala,petroleum_n_other_liquids,1990,0.05,0.01,53.15,9263.82,8.63,1.5,3.6,Latin America
14399,Guatemala,renewables_n_other,1990,0.03,0.03,53.15,9263.82,8.63,1.5,0.0,Latin America
14400,Guinea,all_energy_types,1990,0.02,0.0,8.35,6352.28,3.43,2.61,1.1,Africa
14401,Guinea,coal,1990,0.0,0.0,8.35,6352.28,3.43,2.61,0.0,Africa
14402,Guinea,natural_gas,1990,0.0,0.0,8.35,6352.28,3.43,2.61,0.0,Africa
14403,Guinea,petroleum_n_other_liquids,1990,0.02,0.0,8.35,6352.28,3.43,2.61,1.1,Africa
14405,Guinea,renewables_n_other,1990,0.0,0.0,8.35,6352.28,3.43,2.61,0.0,Africa
14406,Guinea-Bissau,all_energy_types,1990,0.0,0.0,1.9,975.265,3.96,2.03,0.2,Africa
14407,Guinea-Bissau,coal,1990,0.0,0.0,1.9,975.265,3.96,2.03,0.0,Africa
14408,Guinea-Bissau,natural_gas,1990,0.0,0.0,1.9,975.265,3.96,2.03,0.0,Africa
14409,Guinea-Bissau,petroleum_n_other_liquids,1990,0.0,0.0,1.9,975.265,3.96,2.03,0.2,Africa
14411,Guinea-Bissau,renewables_n_other,1990,0.0,0.0,1.9,975.265,3.96,2.03,0.0,Africa
14412,Guyana,all_energy_types,1990,0.01,0.0,2.17,743.306,12.52,4.29,0.7,Latin America
14413,Guyana,coal,1990,0.0,0.0,2.17,743.306,12.52,4.29,0.0,Latin America
14414,Guyana,natural_gas,1990,0.0,0.0,2.17,743.306,12.52,4.29,0.0,Latin America
14415,Guyana,petroleum_n_other_liquids,1990,0.01,0.0,2.17,743.306,12.52,4.29,0.7,Latin America
14417,Guyana,renewables_n_other,1990,0.0,0.0,2.17,743.306,12.52,4.29,0.0,Latin America
14418,Haiti,all_energy_types,1990,0.01,0.0,25.69,7037.92,1.99,0.55,1.27,Latin America
14419,Haiti,coal,1990,0.0,0.0,25.69,7037.92,1.99,0.55,0.07,Latin America
14420,Haiti,natural_gas,1990,0.0,0.0,25.69,7037.92,1.99,0.55,0.0,Latin America
14421,Haiti,petroleum_n_other_liquids,1990,0.01,0.0,25.69,7037.92,1.99,0.55,1.2,Latin America
14423,Haiti,renewables_n_other,1990,0.0,0.0,25.69,7037.92,1.99,0.55,0.0,Latin America
14430,Honduras,all_energy_types,1990,0.06,0.02,17.83,4955.3,11.9,3.31,2.4,Latin America
14431,Honduras,coal,1990,0.0,0.0,17.83,4955.3,11.9,3.31,0.0,Latin America
14432,Honduras,natural_gas,1990,0.0,0.0,17.83,4955.3,11.9,3.31,0.0,Latin America
14433,Honduras,petroleum_n_other_liquids,1990,0.04,0.0,17.83,4955.3,11.9,3.31,2.4,Latin America
14435,Honduras,renewables_n_other,1990,0.02,0.02,17.83,4955.3,11.9,3.31,0.0,Latin America
14436,Hong Kong,all_energy_types,1990,0.53,0.0,162.01,5737.292,92.59,3.28,41.2,Asia
14437,Hong Kong,coal,1990,0.25,0.0,162.01,5737.292,92.59,3.28,22.2,Asia
14438,Hong Kong,natural_gas,1990,0.01,0.0,162.01,5737.292,92.59,3.28,0.0,Asia
14439,Hong Kong,petroleum_n_other_liquids,1990,0.27,0.0,162.01,5737.292,92.59,3.28,19.0,Asia
14441,Hong Kong,renewables_n_other,1990,-0.01,0.0,162.01,5737.292,92.59,3.28,0.0,Asia
14454,India,all_energy_types,1990,7.42,6.36,1597.19,875527.8,8.48,4.65,510.62,Asia
14455,India,coal,1990,3.72,3.7,1597.19,875527.8,8.48,4.65,335.38,Asia
14456,India,natural_gas,1990,0.46,0.46,1597.19,875527.8,8.48,4.65,19.24,Asia
14457,India,petroleum_n_other_liquids,1990,2.44,1.4,1597.19,875527.8,8.48,4.65,156.0,Asia
14458,India,nuclear,1990,0.07,0.07,1597.19,875527.8,8.48,4.65,0.0,Asia
14459,India,renewables_n_other,1990,0.74,0.74,1597.19,875527.8,8.48,4.65,0.0,Asia
14460,Indonesia,all_energy_types,1990,2.31,5.27,790.85,181811.5,12.71,2.92,132.06,Asia
14461,Indonesia,coal,1990,0.18,0.25,790.85,181811.5,12.71,2.92,15.27,Asia
14462,Indonesia,natural_gas,1990,0.69,1.76,790.85,181811.5,12.71,2.92,33.79,Asia
14463,Indonesia,petroleum_n_other_liquids,1990,1.36,3.18,790.85,181811.5,12.71,2.92,83.0,Asia
14465,Indonesia,renewables_n_other,1990,0.08,0.08,790.85,181811.5,12.71,2.92,0.0,Asia
14466,Iran,all_energy_types,1990,3.01,7.65,468.75,56366.2,53.43,6.43,191.77,Asia
14467,Iran,coal,1990,0.03,0.03,468.75,56366.2,53.43,6.43,2.76,Asia
14468,Iran,natural_gas,1990,0.81,0.86,468.75,56366.2,53.43,6.43,44.01,Asia
14469,Iran,petroleum_n_other_liquids,1990,2.11,6.69,468.75,56366.2,53.43,6.43,145.0,Asia
14471,Iran,renewables_n_other,1990,0.06,0.06,468.75,56366.2,53.43,6.43,0.0,Asia
14472,Iraq,all_energy_types,1990,0.92,4.54,144.39,17419.1,52.53,6.34,54.89,Arab contries
14473,Iraq,coal,1990,0.0,0.0,144.39,17419.1,52.53,6.34,0.0,Arab contries
14474,Iraq,natural_gas,1990,0.08,0.15,144.39,17419.1,52.53,6.34,4.89,Arab contries
14475,Iraq,petroleum_n_other_liquids,1990,0.83,4.38,144.39,17419.1,52.53,6.34,50.0,Arab contries
14477,Iraq,renewables_n_other,1990,0.01,0.01,144.39,17419.1,52.53,6.34,0.0,Arab contries
14478,Ireland,all_energy_types,1990,0.37,0.09,94.5,3515.725,104.3,3.88,24.48,Western Europe
14479,Ireland,coal,1990,0.09,0.0,94.5,3515.725,104.3,3.88,8.18,Western Europe
14480,Ireland,natural_gas,1990,0.08,0.08,94.5,3515.725,104.3,3.88,4.29,Western Europe
14481,Ireland,petroleum_n_other_liquids,1990,0.19,0.0,94.5,3515.725,104.3,3.88,12.01,Western Europe
14483,Ireland,renewables_n_other,1990,0.01,0.01,94.5,3515.725,104.3,3.88,0.0,Western Europe
14484,Israel,all_energy_types,1990,0.47,0.0,103.11,4448.35,106.43,4.59,33.85,Asia
14485,Israel,coal,1990,0.09,0.0,103.11,4448.35,106.43,4.59,8.43,Asia
14486,Israel,natural_gas,1990,0.0,0.0,103.11,4448.35,106.43,4.59,0.08,Asia
14487,Israel,petroleum_n_other_liquids,1990,0.38,0.0,103.11,4448.35,106.43,4.59,25.34,Asia
14489,Israel,renewables_n_other,1990,-0.0,0.0,103.11,4448.35,106.43,4.59,0.0,Asia
14490,Italy,all_energy_types,1990,6.73,1.19,1920.61,56725.45,118.56,3.5,417.45,Western Europe
14491,Italy,coal,1990,0.6,0.01,1920.61,56725.45,118.56,3.5,52.36,Western Europe
14492,Italy,natural_gas,1990,1.72,0.62,1920.61,56725.45,118.56,3.5,86.15,Western Europe
14493,Italy,petroleum_n_other_liquids,1990,3.93,0.2,1920.61,56725.45,118.56,3.5,278.94,Western Europe
14495,Italy,renewables_n_other,1990,0.48,0.36,1920.61,56725.45,118.56,3.5,0.0,Western Europe
14496,Jamaica,all_energy_types,1990,0.1,0.0,20.22,2419.9,42.14,5.04,7.04,Latin America
14497,Jamaica,coal,1990,0.0,0.0,20.22,2419.9,42.14,5.04,0.14,Latin America
14498,Jamaica,natural_gas,1990,0.0,0.0,20.22,2419.9,42.14,5.04,0.0,Latin America
14499,Jamaica,petroleum_n_other_liquids,1990,0.1,0.0,20.22,2419.9,42.14,5.04,6.9,Latin America
14501,Jamaica,renewables_n_other,1990,0.0,0.0,20.22,2419.9,42.14,5.04,0.0,Latin America
14502,Japan,all_energy_types,1990,19.46,3.54,4119.38,124494.0,156.3,4.72,1041.67,Asia
14503,Japan,coal,1990,3.25,0.2,4119.38,124494.0,156.3,4.72,280.32,Asia
14504,Japan,natural_gas,1990,2.19,0.09,4119.38,124494.0,156.3,4.72,96.07,Asia
14505,Japan,petroleum_n_other_liquids,1990,10.84,0.02,4119.38,124494.0,156.3,4.72,665.29,Asia
14506,Japan,nuclear,1990,1.97,1.97,4119.38,124494.0,156.3,4.72,0.0,Asia
14507,Japan,renewables_n_other,1990,1.2,1.25,4119.38,124494.0,156.3,4.72,0.0,Asia
14520,Kenya,all_energy_types,1990,0.12,0.03,77.06,23724.57,5.17,1.59,6.46,Africa
14521,Kenya,coal,1990,0.0,0.0,77.06,23724.57,5.17,1.59,0.26,Africa
14522,Kenya,natural_gas,1990,0.0,0.0,77.06,23724.57,5.17,1.59,0.0,Africa
14523,Kenya,petroleum_n_other_liquids,1990,0.09,0.0,77.06,23724.57,5.17,1.59,6.2,Africa
14525,Kenya,renewables_n_other,1990,0.03,0.03,77.06,23724.57,5.17,1.59,0.0,Africa
14526,Kiribati,all_energy_types,1990,0.0,0.0,0.13,72.394,3.56,2.02,0.02,Oceania
14527,Kiribati,coal,1990,0.0,0.0,0.13,72.394,3.56,2.02,0.0,Oceania
14528,Kiribati,natural_gas,1990,0.0,0.0,0.13,72.394,3.56,2.02,0.0,Oceania
14529,Kiribati,petroleum_n_other_liquids,1990,0.0,0.0,0.13,72.394,3.56,2.02,0.02,Oceania
14531,Kiribati,renewables_n_other,1990,0.0,0.0,0.13,72.394,3.56,2.02,0.0,Oceania
14538,Kuwait,all_energy_types,1990,0.41,2.79,55.55,2095.35,194.31,7.33,41.05,Arab contries
14539,Kuwait,coal,1990,0.0,0.0,55.55,2095.35,194.31,7.33,0.0,Arab contries
14540,Kuwait,natural_gas,1990,0.23,0.15,55.55,2095.35,194.31,7.33,23.05,Arab contries
14541,Kuwait,petroleum_n_other_liquids,1990,0.18,2.64,55.55,2095.35,194.31,7.33,18.0,Arab contries
14543,Kuwait,renewables_n_other,1990,0.0,0.0,55.55,2095.35,194.31,7.33,0.0,Arab contries
14550,Laos,all_energy_types,1990,0.01,0.01,7.89,4258.47,2.39,1.29,0.2,Asia
14551,Laos,coal,1990,0.0,0.0,7.89,4258.47,2.39,1.29,0.0,Asia
14552,Laos,natural_gas,1990,0.0,0.0,7.89,4258.47,2.39,1.29,0.0,Asia
14553,Laos,petroleum_n_other_liquids,1990,0.0,0.0,7.89,4258.47,2.39,1.29,0.2,Asia
14555,Laos,renewables_n_other,1990,0.01,0.01,7.89,4258.47,2.39,1.29,0.0,Asia
14562,Lebanon,all_energy_types,1990,0.07,0.0,19.62,2803.03,25.42,3.63,5.0,Arab contries
14563,Lebanon,coal,1990,0.0,0.0,19.62,2803.03,25.42,3.63,0.0,Arab contries
14564,Lebanon,natural_gas,1990,0.0,0.0,19.62,2803.03,25.42,3.63,0.0,Arab contries
14565,Lebanon,petroleum_n_other_liquids,1990,0.07,0.0,19.62,2803.03,25.42,3.63,5.0,Arab contries
14567,Lebanon,renewables_n_other,1990,0.0,0.0,19.62,2803.03,25.42,3.63,0.0,Arab contries
14568,Lesotho,all_energy_types,1990,0.0,0.0,2.62,1703.76,1.76,1.15,0.2,Africa
14569,Lesotho,coal,1990,0.0,0.0,2.62,1703.76,1.76,1.15,0.0,Africa
14570,Lesotho,natural_gas,1990,0.0,0.0,2.62,1703.76,1.76,1.15,0.0,Africa
14571,Lesotho,petroleum_n_other_liquids,1990,0.0,0.0,2.62,1703.76,1.76,1.15,0.2,Africa
14573,Lesotho,renewables_n_other,1990,0.0,0.0,2.62,1703.76,1.76,1.15,0.0,Africa
14574,Liberia,all_energy_types,1990,0.01,0.0,2.92,2075.92,3.95,2.81,1.0,Africa
14575,Liberia,coal,1990,0.0,0.0,2.92,2075.92,3.95,2.81,0.0,Africa
14576,Liberia,natural_gas,1990,0.0,0.0,2.92,2075.92,3.95,2.81,0.0,Africa
14577,Liberia,petroleum_n_other_liquids,1990,0.01,0.0,2.92,2075.92,3.95,2.81,1.0,Africa
14579,Liberia,renewables_n_other,1990,0.0,0.0,2.92,2075.92,3.95,2.81,0.0,Africa
14580,Libya,all_energy_types,1990,0.51,3.18,106.1,4436.66,114.51,4.79,31.17,Arab contries
14581,Libya,coal,1990,0.0,0.0,106.1,4436.66,114.51,4.79,0.0,Arab contries
14582,Libya,natural_gas,1990,0.18,0.23,106.1,4436.66,114.51,4.79,9.17,Arab contries
14583,Libya,petroleum_n_other_liquids,1990,0.32,2.95,106.1,4436.66,114.51,4.79,22.0,Arab contries
14585,Libya,renewables_n_other,1990,0.0,0.0,106.1,4436.66,114.51,4.79,0.0,Arab contries
14592,Luxembourg,all_energy_types,1990,0.15,0.0,24.14,382.488,385.81,6.11,10.73,Western Europe
14593,Luxembourg,coal,1990,0.0,0.0,24.14,382.488,385.81,6.11,5.25,Western Europe
14594,Luxembourg,natural_gas,1990,0.02,0.0,24.14,382.488,385.81,6.11,0.97,Western Europe
14595,Luxembourg,petroleum_n_other_liquids,1990,0.07,0.0,24.14,382.488,385.81,6.11,4.51,Western Europe
14597,Luxembourg,renewables_n_other,1990,0.06,0.0,24.14,382.488,385.81,6.11,0.0,Western Europe
14598,Macau,all_energy_types,1990,0.02,0.0,16.33,343.816,44.36,0.93,1.1,Asia
14599,Macau,coal,1990,0.0,0.0,16.33,343.816,44.36,0.93,0.0,Asia
14600,Macau,natural_gas,1990,0.0,0.0,16.33,343.816,44.36,0.93,0.0,Asia
14601,Macau,petroleum_n_other_liquids,1990,0.01,0.0,16.33,343.816,44.36,0.93,1.1,Asia
14603,Macau,renewables_n_other,1990,0.0,0.0,16.33,343.816,44.36,0.93,0.0,Asia
14604,Madagascar,all_energy_types,1990,0.02,0.0,21.49,11598.7,1.44,0.78,1.03,Africa
14605,Madagascar,coal,1990,0.0,0.0,21.49,11598.7,1.44,0.78,0.03,Africa
14606,Madagascar,natural_gas,1990,0.0,0.0,21.49,11598.7,1.44,0.78,0.0,Africa
14607,Madagascar,petroleum_n_other_liquids,1990,0.01,0.0,21.49,11598.7,1.44,0.78,1.0,Africa
14609,Madagascar,renewables_n_other,1990,0.0,0.0,21.49,11598.7,1.44,0.78,0.0,Africa
14610,Malawi,all_energy_types,1990,0.02,0.01,8.86,9404.5,1.71,1.81,0.65,Africa
14611,Malawi,coal,1990,0.0,0.0,8.86,9404.5,1.71,1.81,0.15,Africa
14612,Malawi,natural_gas,1990,0.0,0.0,8.86,9404.5,1.71,1.81,0.0,Africa
14613,Malawi,petroleum_n_other_liquids,1990,0.01,0.0,8.86,9404.5,1.71,1.81,0.5,Africa
14615,Malawi,renewables_n_other,1990,0.01,0.01,8.86,9404.5,1.71,1.81,0.0,Africa
14616,Malaysia,all_energy_types,1990,0.84,1.87,186.56,18090.57,46.63,4.52,52.46,Asia
14617,Malaysia,coal,1990,0.05,0.0,186.56,18090.57,46.63,4.52,4.02,Asia
14618,Malaysia,natural_gas,1990,0.21,0.52,186.56,18090.57,46.63,4.52,16.44,Asia
14619,Malaysia,petroleum_n_other_liquids,1990,0.55,1.31,186.56,18090.57,46.63,4.52,32.0,Asia
14621,Malaysia,renewables_n_other,1990,0.04,0.04,186.56,18090.57,46.63,4.52,0.0,Asia
14622,Maldives,all_energy_types,1990,0.0,0.0,1.89,223.159,6.45,0.76,0.09,Asia
14623,Maldives,coal,1990,0.0,0.0,1.89,223.159,6.45,0.76,0.0,Asia
14624,Maldives,natural_gas,1990,0.0,0.0,1.89,223.159,6.45,0.76,0.0,Asia
14625,Maldives,petroleum_n_other_liquids,1990,0.0,0.0,1.89,223.159,6.45,0.76,0.09,Asia
14627,Maldives,renewables_n_other,1990,0.0,0.0,1.89,223.159,6.45,0.76,0.0,Asia
14628,Mali,all_energy_types,1990,0.01,0.0,11.62,8449.92,1.0,0.73,0.5,Africa
14629,Mali,coal,1990,0.0,0.0,11.62,8449.92,1.0,0.73,0.0,Africa
14630,Mali,natural_gas,1990,0.0,0.0,11.62,8449.92,1.0,0.73,0.0,Africa
14631,Mali,petroleum_n_other_liquids,1990,0.01,0.0,11.62,8449.92,1.0,0.73,0.5,Africa
14633,Mali,renewables_n_other,1990,0.0,0.0,11.62,8449.92,1.0,0.73,0.0,Africa
14634,Malta,all_energy_types,1990,0.03,0.0,6.19,355.91,77.72,4.47,1.93,Western Europe
14635,Malta,coal,1990,0.01,0.0,6.19,355.91,77.72,4.47,0.43,Western Europe
14636,Malta,natural_gas,1990,0.0,0.0,6.19,355.91,77.72,4.47,0.0,Western Europe
14637,Malta,petroleum_n_other_liquids,1990,0.02,0.0,6.19,355.91,77.72,4.47,1.5,Western Europe
14639,Malta,renewables_n_other,1990,0.0,0.0,6.19,355.91,77.72,4.47,0.0,Western Europe
14640,Martinique,all_energy_types,1990,0.02,0.0,2.65,358.457,60.85,8.23,1.5,Western Europe
14641,Martinique,coal,1990,0.0,0.0,2.65,358.457,60.85,8.23,0.0,Western Europe
14642,Martinique,natural_gas,1990,0.0,0.0,2.65,358.457,60.85,8.23,0.0,Western Europe
14643,Martinique,petroleum_n_other_liquids,1990,0.02,0.0,2.65,358.457,60.85,8.23,1.5,Western Europe
14645,Martinique,renewables_n_other,1990,0.0,0.0,2.65,358.457,60.85,8.23,0.0,Western Europe
14646,Mauritania,all_energy_types,1990,0.01,0.0,7.73,2034.35,6.68,1.76,1.11,Arab contries
14647,Mauritania,coal,1990,0.0,0.0,7.73,2034.35,6.68,1.76,0.01,Arab contries
14648,Mauritania,natural_gas,1990,0.0,0.0,7.73,2034.35,6.68,1.76,0.0,Arab contries
14649,Mauritania,petroleum_n_other_liquids,1990,0.01,0.0,7.73,2034.35,6.68,1.76,1.1,Arab contries
14651,Mauritania,renewables_n_other,1990,0.0,0.0,7.73,2034.35,6.68,1.76,0.0,Arab contries
14652,Mauritius,all_energy_types,1990,0.03,0.0,8.16,1055.868,25.68,3.32,1.66,Africa
14653,Mauritius,coal,1990,0.0,0.0,8.16,1055.868,25.68,3.32,0.16,Africa
14654,Mauritius,natural_gas,1990,0.0,0.0,8.16,1055.868,25.68,3.32,0.0,Africa
14655,Mauritius,petroleum_n_other_liquids,1990,0.02,0.0,8.16,1055.868,25.68,3.32,1.5,Africa
14657,Mauritius,renewables_n_other,1990,0.0,0.0,8.16,1055.868,25.68,3.32,0.0,Africa
14658,Mexico,all_energy_types,1990,4.72,7.64,1185.03,84139.4,56.1,3.98,280.35,Latin America
14659,Mexico,coal,1990,0.16,0.15,1185.03,84139.4,56.1,3.98,12.86,Latin America
14660,Mexico,natural_gas,1990,1.02,1.0,1185.03,84139.4,56.1,3.98,49.08,Latin America
14661,Mexico,petroleum_n_other_liquids,1990,3.22,6.17,1185.03,84139.4,56.1,3.98,218.41,Latin America
14662,Mexico,nuclear,1990,0.03,0.03,1185.03,84139.4,56.1,3.98,0.0,Latin America
14663,Mexico,renewables_n_other,1990,0.29,0.3,1185.03,84139.4,56.1,3.98,0.0,Latin America
14676,Mongolia,all_energy_types,1990,0.19,0.18,8.83,2184.14,89.21,22.07,18.95,Asia
14677,Mongolia,coal,1990,0.16,0.18,8.83,2184.14,89.21,22.07,16.55,Asia
14678,Mongolia,natural_gas,1990,0.0,0.0,8.83,2184.14,89.21,22.07,0.0,Asia
14679,Mongolia,petroleum_n_other_liquids,1990,0.03,0.0,8.83,2184.14,89.21,22.07,2.4,Asia
14681,Mongolia,renewables_n_other,1990,0.0,0.0,8.83,2184.14,89.21,22.07,0.0,Asia
14694,Morocco,all_energy_types,1990,0.3,0.03,95.24,24807.5,12.0,3.13,19.13,Arab contries
14695,Morocco,coal,1990,0.04,0.01,95.24,24807.5,12.0,3.13,4.01,Arab contries
14696,Morocco,natural_gas,1990,0.0,0.0,95.24,24807.5,12.0,3.13,0.12,Arab contries
14697,Morocco,petroleum_n_other_liquids,1990,0.24,0.0,95.24,24807.5,12.0,3.13,15.0,Arab contries
14699,Morocco,renewables_n_other,1990,0.01,0.01,95.24,24807.5,12.0,3.13,0.0,Arab contries
14700,Mozambique,all_energy_types,1990,0.02,0.0,5.99,12987.3,1.44,3.11,1.2,Africa
14701,Mozambique,coal,1990,0.0,0.0,5.99,12987.3,1.44,3.11,0.0,Africa
14702,Mozambique,natural_gas,1990,0.0,0.0,5.99,12987.3,1.44,3.11,0.0,Africa
14703,Mozambique,petroleum_n_other_liquids,1990,0.01,0.0,5.99,12987.3,1.44,3.11,1.2,Africa
14705,Mozambique,renewables_n_other,1990,0.0,0.0,5.99,12987.3,1.44,3.11,0.0,Africa
14711,Namibia,renewables_n_other,1990,0.0,0.0,8.45,1432.9,24.19,4.1,0.0,Africa
14718,Nepal,all_energy_types,1990,0.02,0.01,28.39,18905.5,1.0,0.67,0.72,Asia
14719,Nepal,coal,1990,0.0,0.0,28.39,18905.5,1.0,0.67,0.12,Asia
14720,Nepal,natural_gas,1990,0.0,0.0,28.39,18905.5,1.0,0.67,0.0,Asia
14721,Nepal,petroleum_n_other_liquids,1990,0.01,0.0,28.39,18905.5,1.0,0.67,0.6,Asia
14723,Nepal,renewables_n_other,1990,0.01,0.01,28.39,18905.5,1.0,0.67,0.0,Asia
14724,Netherlands,all_energy_types,1990,3.4,2.63,519.59,14966.25,227.23,6.55,194.77,Western Europe
14725,Netherlands,coal,1990,0.33,0.0,519.59,14966.25,227.23,6.55,31.02,Western Europe
14726,Netherlands,natural_gas,1990,1.37,2.4,519.59,14966.25,227.23,6.55,73.52,Western Europe
14727,Netherlands,petroleum_n_other_liquids,1990,1.63,0.18,519.59,14966.25,227.23,6.55,90.22,Western Europe
14728,Netherlands,nuclear,1990,0.04,0.04,519.59,14966.25,227.23,6.55,0.0,Western Europe
14729,Netherlands,renewables_n_other,1990,0.03,0.01,519.59,14966.25,227.23,6.55,0.0,Western Europe
