,Unnamed: 0,Country,Energy_type,Year,Energy_consumption,Energy_production,GDP,Population,Energy_intensity_per_capita,Energy_intensity_by_GDP,CO2_emission,region
13860,13860,World,all_energy_types,1990,353.5448736771998,357.8395221670434,49229.890519,5294251.48698,66.77901012950792,7.181508428111396,22158.630157995,World
13861,13861,World,coal,1990,95.86821051948635,99.11074085983896,49229.890519,5294251.48698,66.77901012950792,7.181508428111396,9208.270755032696,World
13862,13862,World,natural_gas,1990,75.1232191863526,75.71061055622445,49229.890519,5294251.48698,66.77901012950792,7.181508428111396,3925.341385303,World
13863,13863,World,petroleum_n_other_liquids,1990,136.13352935820737,136.20048496405158,49229.890519,5294251.48698,66.77901012950792,7.181508428111396,9025.018017657594,World
13864,13864,World,nuclear,1990,20.356921439558445,20.356921439558445,49229.890519,5294251.48698,66.77901012950792,7.181508428111396,0.0,World
13865,13865,World,renewables_n_other,1990,26.113772690595034,26.46076434737,49229.890519,5294251.48698,66.77901012950792,7.181508428111396,0.0,World
13866,13866,Afghanistan,all_energy_types,1990,0.108320341436963,0.1188327003480153,33.5173,12412.3,8.726854929139892,3.231774081950608,6.024286809,Arab contries
13867,13867,Afghanistan,coal,1990,0.0021875719320339,0.0020781933384178,33.5173,12412.3,8.726854929139892,3.231774081950608,0.2468643686028717,Arab contries
13868,13868,Afghanistan,natural_gas,1990,0.0701506717850291,0.1088905950095974,33.5173,12412.3,8.726854929139892,3.231774081950608,3.77742244,Arab contries
13869,13869,Afghanistan,petroleum_n_other_liquids,1990,0.0281181857199,0.0,33.5173,12412.3,8.726854929139892,3.231774081950608,2.0,Arab contries
13871,13871,Afghanistan,renewables_n_other,1990,0.007863912,0.007863912,33.5173,12412.3,8.726854929139892,3.231774081950608,0.0,Arab contries
13872,13872,Albania,all_energy_types,1990,0.114845326514897,0.127118513909017,15.5809,3286.07,34.94914183656983,7.370904537921238,9.31315936,Eastern Europe
13873,13873,Albania,coal,1990,0.0323729108406639,0.0193210896908255,15.5809,3286.07,34.94914183656983,7.370904537921238,3.624401110371459,Eastern Europe
13874,13874,Albania,natural_gas,1990,0.0094251533742331,0.0094251533742331,15.5809,3286.07,34.94914183656983,7.370904537921238,1.38875825,Eastern Europe
13875,13875,Albania,petroleum_n_other_liquids,1990,0.0430141623,0.0690386308439583,15.5809,3286.07,34.94914183656983,7.370904537921238,4.3,Eastern Europe
13877,13877,Albania,renewables_n_other,1990,0.0300331,0.02933364,15.5809,3286.07,34.94914183656983,7.370904537921238,0.0,Eastern Europe
13878,13878,Algeria,all_energy_types,1990,1.2176747131103456,4.753325721703916,231.434,25758.9,47.27199970147582,5.261433985975896,66.690494969,Arab contries
13879,13879,Algeria,coal,1990,0.0335720550709001,0.0002720471150043,231.434,25758.9,47.27199970147582,5.261433985975896,3.369962969092501,Arab contries
13880,13880,Algeria,natural_gas,1990,0.80358,2.10866,231.434,25758.9,47.27199970147582,5.261433985975896,41.320532,Arab contries
13881,13881,Algeria,petroleum_n_other_liquids,1990,0.379428085,2.642999806588912,231.434,25758.9,47.27199970147582,5.261433985975896,22.0,Arab contries
13883,13883,Algeria,renewables_n_other,1990,0.0010945730394454,0.001393868,231.434,25758.9,47.27199970147582,5.261433985975896,0.0,Arab contries
13890,13890,Angola,all_energy_types,1990,0.0796086341707318,1.0377937136328683,62.5656,11848.4,6.718935398090189,1.2724026329281874,4.73325495,Africa
13891,13891,Angola,coal,1990,0.0,0.0,62.5656,11848.4,6.718935398090189,1.2724026329281874,0.0,Africa
13892,13892,Angola,natural_gas,1990,0.0198920731707318,0.0198920731707318,62.5656,11848.4,6.718935398090189,1.2724026329281874,0.83325495,Africa
13893,13893,Angola,petroleum_n_other_liquids,1990,0.052247925,1.0104330044621366,62.5656,11848.4,6.718935398090189,1.2724026329281874,3.9,Africa
13895,13895,Angola,renewables_n_other,1990,0.007468636,0.007468636,62.5656,11848.4,6.718935398090189,1.2724026329281874,0.0,Africa
13902,13902,Antigua and Barbuda,all_energy_types,1990,0.0059685298955,0.0,0.983396,62.533,95.44608279628356,6.06930462956937,0.4,Latin America
13903,13903,Antigua and Barbuda,coal,1990,0.0,0.0,0.983396,62.533,95.44608279628356,6.06930462956937,0.0,Latin America
13904,13904,Antigua and Barbuda,natural_gas,1990,0.0,0.0,0.983396,62.533,95.44608279628356,6.06930462956937,0.0,Latin America
13905,13905,Antigua and Barbuda,petroleum_n_other_liquids,1990,0.0059685298955,0.0,0.983396,62.533,95.44608279628356,6.06930462956937,0.4,Latin America
13907,13907,Antigua and Barbuda,renewables_n_other,1990,0.0,0.0,0.983396,62.533,95.44608279628356,6.06930462956937,0.0,Latin America
13908,13908,Argentina,all_energy_types,1990,1.8762860338839291,2.0149088348211386,405.4487,32675.95,57.42100945447429,4.627678011753224,107.366089785,Latin America
13909,13909,Argentina,coal,1990,0.03610641854518,0.0061815116590265,405.4487,32675.95,57.42100945447429,4.627678011753224,3.762741644504662,Latin America
13910,13910,Argentina,natural_gas,1990,0.73517004,0.64640052,405.4487,32675.95,57.42100945447429,4.627678011753224,43.60334814,Latin America
13911,13911,Argentina,petroleum_n_other_liquids,1990,0.834030773,1.0941851391621118,405.4487,32675.95,57.42100945447429,4.627678011753224,60.0,Latin America
13912,13912,Argentina,nuclear,1990,0.08301727,0.08301727,405.4487,32675.95,57.42100945447429,4.627678011753224,0.0,Latin America
13913,13913,Argentina,renewables_n_other,1990,0.1879615323387492,0.185124394,405.4487,32675.95,57.42100945447429,4.627678011753224,0.0,Latin America
13920,13920,Aruba,all_energy_types,1990,0.007820675201,0.0,1.77065,62.152,125.8314326329,4.416838562674724,0.6,Western Europe
13921,13921,Aruba,coal,1990,0.0,0.0,1.77065,62.152,125.8314326329,4.416838562674724,0.0,Western Europe
13922,13922,Aruba,natural_gas,1990,0.0,0.0,1.77065,62.152,125.8314326329,4.416838562674724,0.0,Western Europe
13923,13923,Aruba,petroleum_n_other_liquids,1990,0.007820675201,0.0,1.77065,62.152,125.8314326329,4.416838562674724,0.6,Western Europe
13925,13925,Aruba,renewables_n_other,1990,0.0,0.0,1.77065,62.152,125.8314326329,4.416838562674724,0.0,Western Europe
13926,13926,Australia,all_energy_types,1990,3.8450510464370216,6.592284504470806,514.466,17092.82,224.9512395518716,7.473868139851849,280.535460861,Oceania
13927,13927,Australia,coal,1990,1.582635578634795,4.389348923509257,514.466,17092.82,224.9512395518716,7.473868139851849,153.13050596118077,Oceania
13928,13928,Australia,natural_gas,1990,0.6525,0.780117,514.466,17092.82,224.9512395518716,7.473868139851849,31.5427189,Oceania
13929,13929,Australia,petroleum_n_other_liquids,1990,1.475459823734725,1.2693266689615483,514.466,17092.82,224.9512395518716,7.473868139851849,95.862236,Oceania
13931,13931,Australia,renewables_n_other,1990,0.1344556440675014,0.153491912,514.466,17092.82,224.9512395518716,7.473868139851849,0.0,Oceania
13932,13932,Austria,all_energy_types,1990,1.1583630812138974,0.4654566967180132,268.9426,7686.107,150.70868532195783,4.307101519855528,50.35173659,Western Europe
13933,13933,Austria,coal,1990,0.1167706906986113,0.0336436764918315,268.9426,7686.107,150.70868532195783,4.307101519855528,12.305240890421125,Western Europe
13934,13934,Austria,natural_gas,1990,0.23091,0.045315,268.9426,7686.107,150.70868532195783,4.307101519855528,11.1116577,Western Europe
13935,13935,Austria,petroleum_n_other_liquids,1990,0.452160740964985,0.0498997022261816,268.9426,7686.107,150.70868532195783,4.307101519855528,26.934838,Western Europe
13937,13937,Austria,renewables_n_other,1990,0.358521649550301,0.336598318,268.9426,7686.107,150.70868532195783,4.307101519855528,0.0,Western Europe
13944,13944,Bahrain,all_energy_types,1990,0.2562301675449097,0.312586187165573,18.141,468.165,547.3073970606725,14.1243684220776,13.03236138,Arab contries
13945,13945,Bahrain,coal,1990,0.0,0.0,18.141,468.165,547.3073970606725,14.1243684220776,0.0,Arab contries
13946,13946,Bahrain,natural_gas,1990,0.2146362275449097,0.2146362275449097,18.141,468.165,547.3073970606725,14.1243684220776,10.33236138,Arab contries
13947,13947,Bahrain,petroleum_n_other_liquids,1990,0.04159394,0.0979499596206633,18.141,468.165,547.3073970606725,14.1243684220776,2.7,Arab contries
13949,13949,Bahrain,renewables_n_other,1990,0.0,0.0,18.141,468.165,547.3073970606725,14.1243684220776,0.0,Arab contries
13950,13950,Bangladesh,all_energy_types,1990,0.2391080016767336,0.1635307661202185,162.147,103172.0,2.3175667979367818,1.4746372222534716,14.045591296,Asia
13951,13951,Bangladesh,coal,1990,0.0017723666767336,0.0,162.147,103172.0,2.3175667979367818,1.4746372222534716,0.1576742689563054,Asia
13952,13952,Bangladesh,natural_gas,1990,0.152442,0.152442,162.147,103172.0,2.3175667979367818,1.4746372222534716,8.187917027,Asia
13953,13953,Bangladesh,petroleum_n_other_liquids,1990,0.075791885,0.0019870161202185,162.147,103172.0,2.3175667979367818,1.4746372222534716,5.7,Asia
13955,13955,Bangladesh,renewables_n_other,1990,0.00910175,0.00910175,162.147,103172.0,2.3175667979367818,1.4746372222534716,0.0,Asia
13956,13956,Barbados,all_energy_types,1990,0.01877223777,0.0038268472713852,3.65984,260.933,71.94275070611997,5.12925094266416,1.25555033,Latin America
13957,13957,Barbados,coal,1990,0.0,0.0,3.65984,260.933,71.94275070611997,5.12925094266416,0.0,Latin America
13958,13958,Barbados,natural_gas,1990,0.00125714337,0.00125714337,3.65984,260.933,71.94275070611997,5.12925094266416,0.05555033,Latin America
13959,13959,Barbados,petroleum_n_other_liquids,1990,0.0175150944,0.0025697039013852,3.65984,260.933,71.94275070611997,5.12925094266416,1.2,Latin America
13961,13961,Barbados,renewables_n_other,1990,0.0,0.0,3.65984,260.933,71.94275070611997,5.12925094266416,0.0,Latin America
13968,13968,Belgium,all_energy_types,1990,2.214528615016101,0.4581709417489252,328.236,9972.277,222.0685020097317,6.746757257022695,122.635077235,Western Europe
13969,13969,Belgium,coal,1990,0.450185904359064,0.0262177277489252,328.236,9972.277,222.0685020097317,6.746757257022695,39.63780103459779,Western Europe
13970,13970,Belgium,natural_gas,1990,0.36274965,0.00042252,328.236,9972.277,222.0685020097317,6.746757257022695,18.7597762,Western Europe
13971,13971,Belgium,petroleum_n_other_liquids,1990,0.98548123408053,0.0,328.236,9972.277,222.0685020097317,6.746757257022695,64.2375,Western Europe
13972,13972,Belgium,nuclear,1990,0.421201508,0.421201508,328.236,9972.277,222.0685020097317,6.746757257022695,0.0,Western Europe
13973,13973,Belgium,renewables_n_other,1990,-0.0050896814234927,0.010329186,328.236,9972.277,222.0685020097317,6.746757257022695,0.0,Western Europe
13974,13974,Belize,all_energy_types,1990,0.0048903824147,0.00041608,0.895888,187.554,26.07453008040351,5.458698425137964,0.2,Latin America
13975,13975,Belize,coal,1990,0.0,0.0,0.895888,187.554,26.07453008040351,5.458698425137964,0.0,Latin America
13976,13976,Belize,natural_gas,1990,0.0,0.0,0.895888,187.554,26.07453008040351,5.458698425137964,0.0,Latin America
13977,13977,Belize,petroleum_n_other_liquids,1990,0.0044743024147,0.0,0.895888,187.554,26.07453008040351,5.458698425137964,0.2,Latin America
13979,13979,Belize,renewables_n_other,1990,0.00041608,0.00041608,0.895888,187.554,26.07453008040351,5.458698425137964,0.0,Latin America
13980,13980,Benin,all_energy_types,1990,0.0087241065,0.008967431693989,10.6119,4978.49,1.7523599525157227,0.8221059847906595,0.5,Africa
13981,13981,Benin,coal,1990,0.0,0.0,10.6119,4978.49,1.7523599525157227,0.8221059847906595,0.0,Africa
13982,13982,Benin,natural_gas,1990,0.0,0.0,10.6119,4978.49,1.7523599525157227,0.8221059847906595,0.0,Africa
13983,13983,Benin,petroleum_n_other_liquids,1990,0.0080792385,0.008967431693989,10.6119,4978.49,1.7523599525157227,0.8221059847906595,0.5,Africa
13985,13985,Benin,renewables_n_other,1990,0.000644868,0.0,10.6119,4978.49,1.7523599525157227,0.8221059847906595,0.0,Africa
13986,13986,Bermuda,all_energy_types,1990,0.00931056746,0.0,4.30043,61.63,151.0720016225864,2.1650317433372943,0.9,Western Europe
13987,13987,Bermuda,coal,1990,0.0,0.0,4.30043,61.63,151.0720016225864,2.1650317433372943,0.0,Western Europe
13988,13988,Bermuda,natural_gas,1990,0.0,0.0,4.30043,61.63,151.0720016225864,2.1650317433372943,0.0,Western Europe
13989,13989,Bermuda,petroleum_n_other_liquids,1990,0.00931056746,0.0,4.30043,61.63,151.0720016225864,2.1650317433372943,0.9,Western Europe
13991,13991,Bermuda,renewables_n_other,1990,0.0,0.0,4.30043,61.63,151.0720016225864,2.1650317433372943,0.0,Western Europe
13992,13992,Bhutan,all_energy_types,1990,0.0127289162317457,0.0160722852016536,1.3727,530.801,23.980580729399,9.272904663616025,0.064717611,Asia
13993,13993,Bhutan,coal,1990,0.0003776544717457,4.280320165367961e-05,1.3727,530.801,23.980580729399,9.272904663616025,0.034477611380289,Asia
13994,13994,Bhutan,natural_gas,1990,0.0,0.0,1.3727,530.801,23.980580729399,9.272904663616025,0.0,Asia
13995,13995,Bhutan,petroleum_n_other_liquids,1990,0.00107128376,0.0,1.3727,530.801,23.980580729399,9.272904663616025,0.03024,Asia
13997,13997,Bhutan,renewables_n_other,1990,0.011279978,0.016029482,1.3727,530.801,23.980580729399,9.272904663616025,0.0,Asia
13998,13998,Bolivia,all_energy_types,1990,0.092257592,0.1704915448196723,28.1372,6864.84,13.43914672446845,3.278847646531993,4.579473333,Latin America
13999,13999,Bolivia,coal,1990,0.0,0.0,28.1372,6864.84,13.43914672446845,3.278847646531993,0.0,Latin America
14000,14000,Bolivia,natural_gas,1990,0.03,0.107,28.1372,6864.84,13.43914672446845,3.278847646531993,1.379473333,Latin America
14001,14001,Bolivia,petroleum_n_other_liquids,1990,0.049005776,0.0502602008196722,28.1372,6864.84,13.43914672446845,3.278847646531993,3.2,Latin America
14003,14003,Bolivia,renewables_n_other,1990,0.013251816,0.013231344,28.1372,6864.84,13.43914672446845,3.278847646531993,0.0,Latin America
14010,14010,Botswana,all_energy_types,1990,0.0305434144327749,0.0176821170314525,11.03359,1286.755,23.73677540229101,2.768220899342369,2.282128114,Africa
14011,14011,Botswana,coal,1990,0.0176987624327749,0.0176821170314525,11.03359,1286.755,23.73677540229101,2.768220899342369,1.4821281138161633,Africa
14012,14012,Botswana,natural_gas,1990,0.0,0.0,11.03359,1286.755,23.73677540229101,2.768220899342369,0.0,Africa
14013,14013,Botswana,petroleum_n_other_liquids,1990,0.012558044,0.0,11.03359,1286.755,23.73677540229101,2.768220899342369,0.8,Africa
14015,14015,Botswana,renewables_n_other,1990,0.000286608,0.0,11.03359,1286.755,23.73677540229101,2.768220899342369,0.0,Africa
14016,14016,Brazil,all_energy_types,1990,5.856265944733403,4.031686114864789,1532.732,149336.0,39.21536631979833,3.820802295987429,231.995595162,Latin America
14017,14017,Brazil,coal,1990,0.4004818354017525,0.0732125600894147,1532.732,149336.0,39.21536631979833,3.820802295987429,42.771346372360256,Latin America
14018,14018,Brazil,natural_gas,1990,0.113975,0.113975,1532.732,149336.0,39.21536631979833,3.820802295987429,7.22424879,Latin America
14019,14019,Brazil,petroleum_n_other_liquids,1990,3.04952638745,1.3921920567753747,1532.732,149336.0,39.21536631979833,3.820802295987429,182.0,Latin America
14020,14020,Brazil,nuclear,1990,0.019859488,0.019859488,1532.732,149336.0,39.21536631979833,3.820802295987429,0.0,Latin America
14021,14021,Brazil,renewables_n_other,1990,2.2724232338816504,2.43244701,1532.732,149336.0,39.21536631979833,3.820802295987429,0.0,Latin America
14022,14022,British Virgin Islands,all_energy_types,1990,0.0006607718735,0.0,0.258426,17.489,37.7821415461147,2.5569094189439143,0.05039,Western Europe
14023,14023,British Virgin Islands,coal,1990,0.0,0.0,0.258426,17.489,37.7821415461147,2.5569094189439143,0.0,Western Europe
14024,14024,British Virgin Islands,natural_gas,1990,0.0,0.0,0.258426,17.489,37.7821415461147,2.5569094189439143,0.0,Western Europe
14025,14025,British Virgin Islands,petroleum_n_other_liquids,1990,0.0006607718735,0.0,0.258426,17.489,37.7821415461147,2.5569094189439143,0.05039,Western Europe
14027,14027,British Virgin Islands,renewables_n_other,1990,0.0,0.0,0.258426,17.489,37.7821415461147,2.5569094189439143,0.0,Western Europe
14028,14028,Brunei,all_energy_types,1990,0.07012650686335,0.7236045599258119,18.2539,258.714,271.0580288014951,3.841727349407524,4.57141522,Asia
14029,14029,Brunei,coal,1990,0.0,0.0,18.2539,258.714,271.0580288014951,3.841727349407524,0.0,Asia
14030,14030,Brunei,natural_gas,1990,0.055844,0.386052,18.2539,258.714,271.0580288014951,3.841727349407524,3.67141522,Asia
14031,14031,Brunei,petroleum_n_other_liquids,1990,0.01428250686335,0.3375525599258118,18.2539,258.714,271.0580288014951,3.841727349407524,0.9,Asia
14033,14033,Brunei,renewables_n_other,1990,0.0,0.0,18.2539,258.714,271.0580288014951,3.841727349407524,0.0,Asia
14034,14034,Bulgaria,all_energy_types,1990,1.2007664173608523,0.3982559431242267,80.469,8706.035,137.92345394440204,14.922099409224076,86.772143754,Eastern Europe
14035,14035,Bulgaria,coal,1990,0.3790452405758135,0.2211134269402559,80.469,8706.035,137.92345394440204,14.922099409224076,38.61491037728732,Eastern Europe
14036,14036,Bulgaria,natural_gas,1990,0.227729785,0.000332879,80.469,8706.035,137.92345394440204,14.922099409224076,11.157233377,Eastern Europe
14037,14037,Bulgaria,petroleum_n_other_liquids,1990,0.41014466,0.0085831511839707,80.469,8706.035,137.92345394440204,14.922099409224076,37.0,Eastern Europe
14038,14038,Bulgaria,nuclear,1990,0.148889168,0.148889168,80.469,8706.035,137.92345394440204,14.922099409224076,0.0,Eastern Europe
14039,14039,Bulgaria,renewables_n_other,1990,0.0349575637850387,0.019337318,80.469,8706.035,137.92345394440204,14.922099409224076,0.0,Eastern Europe
14040,14040,Burkina Faso,all_energy_types,1990,0.006957065517,9.3618e-05,8.06562,8811.03,0.789585952720624,0.8625580571611358,0.5,Africa
14041,14041,Burkina Faso,coal,1990,0.0,0.0,8.06562,8811.03,0.789585952720624,0.8625580571611358,0.0,Africa
14042,14042,Burkina Faso,natural_gas,1990,0.0,0.0,8.06562,8811.03,0.789585952720624,0.8625580571611358,0.0,Africa
14043,14043,Burkina Faso,petroleum_n_other_liquids,1990,0.006863447517,0.0,8.06562,8811.03,0.789585952720624,0.8625580571611358,0.5,Africa
14045,14045,Burkina Faso,renewables_n_other,1990,9.3618e-05,9.3618e-05,8.06562,8811.03,0.789585952720624,0.8625580571611358,0.0,Africa
14046,14046,Burma,all_energy_types,1990,0.0857242042352935,0.0838930927370888,27.4989,41335.2,2.073879024059241,3.117368485113716,4.796831159,Asia
14047,14047,Burma,coal,1990,0.0017467484197303,0.0016702378773438,27.4989,41335.2,2.073879024059241,3.117368485113716,0.185918619004632,Asia
14048,14048,Burma,natural_gas,1990,0.039786,0.039786,27.4989,41335.2,2.073879024059241,3.117368485113716,2.11091254,Asia
14049,14049,Burma,petroleum_n_other_liquids,1990,0.0316260455,0.030152092859745,27.4989,41335.2,2.073879024059241,3.117368485113716,2.5,Asia
14051,14051,Burma,renewables_n_other,1990,0.0125654103155632,0.012284762,27.4989,41335.2,2.073879024059241,3.117368485113716,0.0,Asia
14052,14052,Burundi,all_energy_types,1990,0.0054283295115,0.001113014,5.79335,5438.96,0.9980454924286996,0.9369931924534164,0.3,Africa
14053,14053,Burundi,coal,1990,0.0,0.0,5.79335,5438.96,0.9980454924286996,0.9369931924534164,0.0,Africa
14054,14054,Burundi,natural_gas,1990,0.0,0.0,5.79335,5438.96,0.9980454924286996,0.9369931924534164,0.0,Africa
14055,14055,Burundi,petroleum_n_other_liquids,1990,0.0042607235115,0.0,5.79335,5438.96,0.9980454924286996,0.9369931924534164,0.3,Africa
14057,14057,Burundi,renewables_n_other,1990,0.001167606,0.001113014,5.79335,5438.96,0.9980454924286996,0.9369931924534164,0.0,Africa
14058,14058,Cabo Verde,all_energy_types,1990,0.0011732564015,0.0,0.913522,337.953,3.4716555305027623,1.284321999360716,0.09044,Africa
14059,14059,Cabo Verde,coal,1990,0.0,0.0,0.913522,337.953,3.4716555305027623,1.284321999360716,0.0,Africa
14060,14060,Cabo Verde,natural_gas,1990,0.0,0.0,0.913522,337.953,3.4716555305027623,1.284321999360716,0.0,Africa
14061,14061,Cabo Verde,petroleum_n_other_liquids,1990,0.0011732564015,0.0,0.913522,337.953,3.4716555305027623,1.284321999360716,0.09044,Africa
14063,14063,Cabo Verde,renewables_n_other,1990,0.0,0.0,0.913522,337.953,3.4716555305027623,1.284321999360716,0.0,Africa
14064,14064,Cambodia,all_energy_types,1990,0.006966797,0.000644924,14.0312,8975.6,0.776192900753153,0.4965218227949142,0.5,Asia
14065,14065,Cambodia,coal,1990,0.0,0.0,14.0312,8975.6,0.776192900753153,0.4965218227949142,0.0,Asia
14066,14066,Cambodia,natural_gas,1990,0.0,0.0,14.0312,8975.6,0.776192900753153,0.4965218227949142,0.0,Asia
14067,14067,Cambodia,petroleum_n_other_liquids,1990,0.006321873,0.0,14.0312,8975.6,0.776192900753153,0.4965218227949142,0.5,Asia
14069,14069,Cambodia,renewables_n_other,1990,0.000644924,0.000644924,14.0312,8975.6,0.776192900753153,0.4965218227949142,0.0,Asia
14070,14070,Cameroon,all_energy_types,1990,0.077714532,0.3766727637849804,35.7912,11780.1,6.597102910841165,2.171330718165359,3.2,Africa
14071,14071,Cameroon,coal,1990,0.0,0.0,35.7912,11780.1,6.597102910841165,2.171330718165359,0.0,Africa
14072,14072,Cameroon,natural_gas,1990,0.0,0.0,35.7912,11780.1,6.597102910841165,2.171330718165359,0.0,Africa
14073,14073,Cameroon,petroleum_n_other_liquids,1990,0.050575714,0.3495339457849804,35.7912,11780.1,6.597102910841165,2.171330718165359,3.2,Africa
14075,14075,Cameroon,renewables_n_other,1990,0.027138818,0.027138818,35.7912,11780.1,6.597102910841165,2.171330718165359,0.0,Africa
14076,14076,Canada,all_energy_types,1990,10.643864091906464,13.154509605712498,899.606,27691.12,384.3782444302168,11.83169531095442,467.660751011,Canada
14077,14077,Canada,coal,1990,0.9759133648298672,1.4463885260888625,899.606,27691.12,384.3782444302168,11.83169531095442,103.5798395911324,Canada
14078,14078,Canada,natural_gas,1990,2.41090668,3.90286572,899.606,27691.12,384.3782444302168,11.83169531095442,130.57128942,Canada
14079,14079,Canada,petroleum_n_other_liquids,1990,3.36326273279584,3.912218375623635,899.606,27691.12,384.3782444302168,11.83169531095442,233.509622,Canada
14080,14080,Canada,nuclear,1990,0.794759676,0.794759676,899.606,27691.12,384.3782444302168,11.83169531095442,0.0,Canada
14081,14081,Canada,renewables_n_other,1990,3.099021638280756,3.098277308,899.606,27691.12,384.3782444302168,11.83169531095442,0.0,Canada
14082,14082,Cayman Islands,all_energy_types,1990,0.004143399043,0.0,1.52274,25.307,163.72541364049474,2.721015434676964,0.3,Western Europe
14083,14083,Cayman Islands,coal,1990,0.0,0.0,1.52274,25.307,163.72541364049474,2.721015434676964,0.0,Western Europe
14084,14084,Cayman Islands,natural_gas,1990,0.0,0.0,1.52274,25.307,163.72541364049474,2.721015434676964,0.0,Western Europe
14085,14085,Cayman Islands,petroleum_n_other_liquids,1990,0.004143399043,0.0,1.52274,25.307,163.72541364049474,2.721015434676964,0.3,Western Europe
14087,14087,Cayman Islands,renewables_n_other,1990,0.0,0.0,1.52274,25.307,163.72541364049474,2.721015434676964,0.0,Western Europe
14088,14088,Central African Republic,all_energy_types,1990,0.0042310512199,0.000790552,3.39193,2806.74,1.5074610473004268,1.2473875403973549,0.2,Africa
14089,14089,Central African Republic,coal,1990,0.0,0.0,3.39193,2806.74,1.5074610473004268,1.2473875403973549,0.0,Africa
14090,14090,Central African Republic,natural_gas,1990,0.0,0.0,3.39193,2806.74,1.5074610473004268,1.2473875403973549,0.0,Africa
14091,14091,Central African Republic,petroleum_n_other_liquids,1990,0.0034404992199,0.0,3.39193,2806.74,1.5074610473004268,1.2473875403973549,0.2,Africa
14093,14093,Central African Republic,renewables_n_other,1990,0.000790552,0.000790552,3.39193,2806.74,1.5074610473004268,1.2473875403973549,0.0,Africa
14094,14094,Chad,all_energy_types,1990,0.004842245271,0.0,6.10792,5963.25,0.8120144671110552,0.7927813840063394,0.2,Africa
14095,14095,Chad,coal,1990,0.0,0.0,6.10792,5963.25,0.8120144671110552,0.7927813840063394,0.0,Africa
14096,14096,Chad,natural_gas,1990,0.0,0.0,6.10792,5963.25,0.8120144671110552,0.7927813840063394,0.0,Africa
14097,14097,Chad,petroleum_n_other_liquids,1990,0.004842245271,0.0,6.10792,5963.25,0.8120144671110552,0.7927813840063394,0.2,Africa
14099,14099,Chad,renewables_n_other,1990,0.0,0.0,6.10792,5963.25,0.8120144671110552,0.7927813840063394,0.0,Africa
14100,14100,Chile,all_energy_types,1990,0.568003226427628,0.2978224168732644,117.7008,13211.2,42.9940676416698,4.825822988693603,28.623170396,Latin America
14101,14101,Chile,coal,1990,0.0726927290492199,0.0381473934306411,117.7008,13211.2,42.9940676416698,4.825822988693603,6.666989396357427,Latin America
14102,14102,Chile,natural_gas,1990,0.066,0.066,117.7008,13211.2,42.9940676416698,4.825822988693603,3.02423,Latin America
14103,14103,Chile,petroleum_n_other_liquids,1990,0.295262198554025,0.0603733934426232,117.7008,13211.2,42.9940676416698,4.825822988693603,18.931951,Latin America
14105,14105,Chile,renewables_n_other,1990,0.134048298824383,0.13330163,117.7008,13211.2,42.9940676416698,4.825822988693603,0.0,Latin America
14106,14106,China,all_energy_types,1990,28.37437767137388,31.87634411475568,1662.471,1178835.0,24.06984664637025,17.06759256033572,2413.191859479,Asia
14107,14107,China,coal,1990,21.620771654846727,24.037381082345068,1662.471,1178835.0,24.06984664637025,17.06759256033572,2035.3524066959017,Asia
14108,14108,China,natural_gas,1990,0.5690204455,0.584708,1662.471,1178835.0,24.06984664637025,17.06759256033572,30.839452783,Asia
14109,14109,China,petroleum_n_other_liquids,1990,4.911002365,5.952548752410614,1662.471,1178835.0,24.06984664637025,17.06759256033572,347.0,Asia
14111,14111,China,renewables_n_other,1990,1.273583206027154,1.30170628,1662.471,1178835.0,24.06984664637025,17.06759256033572,0.0,Asia
14112,14112,Colombia,all_energy_types,1990,0.9432834964935866,1.9218090339526213,259.781,33102.6,28.495752493568077,3.631071927868422,45.545017981,Latin America
14113,14113,Colombia,coal,1990,0.1306616424810923,0.5183534670382353,259.781,33102.6,28.495752493568077,3.631071927868422,11.22373430829836,Latin America
14114,14114,Colombia,natural_gas,1990,0.140279,0.140279,259.781,33102.6,28.495752493568077,3.631071927868422,7.196287927,Latin America
14115,14115,Colombia,petroleum_n_other_liquids,1990,0.388738505,0.9768927229143862,259.781,33102.6,28.495752493568077,3.631071927868422,27.12499574568084,Latin America
14117,14117,Colombia,renewables_n_other,1990,0.2836043490124941,0.286283844,259.781,33102.6,28.495752493568077,3.631071927868422,0.0,Latin America
14118,14118,Comoros,all_energy_types,1990,0.000909634626,2.0804e-05,1.15389,411.598,2.2100074004246864,0.7883200530379846,0.05349,Arab contries
14119,14119,Comoros,coal,1990,0.0,0.0,1.15389,411.598,2.2100074004246864,0.7883200530379846,0.0,Arab contries
14120,14120,Comoros,natural_gas,1990,0.0,0.0,1.15389,411.598,2.2100074004246864,0.7883200530379846,0.0,Arab contries
14121,14121,Comoros,petroleum_n_other_liquids,1990,0.000888830626,0.0,1.15389,411.598,2.2100074004246864,0.7883200530379846,0.05349,Arab contries
14123,14123,Comoros,renewables_n_other,1990,2.0804e-05,2.0804e-05,1.15389,411.598,2.2100074004246864,0.7883200530379846,0.0,Arab contries
14124,14124,Congo-Brazzaville,all_energy_types,1990,0.019259085515,0.3531457137765628,10.1739,2356.74,8.171917782614969,1.8929894647087155,0.9,Africa
